title	lnbr	line	enca_position	enca_type	rule_ids
disco010t_0209_annot	3	{es V} {flauta G} {cual Q} {paloma N} {en P} {agonía N}	O	""	""
disco010t_0209_annot	4	{la D} {que Q} {en P} {las D} {noches N} {de P} {los D} {Andes R} {suena V}	B	"enlace_subj_verb"	"ld01"
disco010t_0209_annot	5	{¡ O} {Cuán R} {profundo G} {lamento N} {el D} {de P} {la D} {quena N} {! O}	I	"enlace_subj_verb"	"ld01"
disco010t_0209_annot	6	{La D} {quena N} {en P} {medio N} {de P} {la D} {puna N} {fría G}	B	"enlace_subj_verb"	"ld01"
disco010t_0209_annot	7	{desenvuelve V} {su D} {larga G} {melodía N}	IB	"enlace_subj_verb
sirrem_adj_noun"	"ld01
pp03"
disco010t_0209_annot	8	{más A} {penetrante G} {cuanto A} {más A} {serena G}	I	"sirrem_adj_noun"	"pp03"
disco010t_0209_annot	9	{Desgranando V} {las D} {perlas N} {de P} {su D} {lloro N} {, O}	O	""	""
disco010t_0209_annot	10	{a P} {veces N} {hunde V} {el D} {musical G} {lamento N}	O	""	""
disco010t_0209_annot	11	{en P} {el D} {hueco N} {de P} {un D} {cántaro N} {sonoro G} {; O}	O	""	""
disco010t_0209_annot	12	{y C} {entonces A} {finge V} {, O} {en P} {la D} {nocturna G} {calma N} {, O}	O	""	""
disco010t_0209_annot	13	{soplo N} {del P} {alma N} {convertido G} {en P} {viento N} {, O}	O	""	""
disco010t_0209_annot	14	{soplo N} {del P} {viento N} {convertido G} {en P} {alma N} {. O}	O	""	""
disco010t_0210_annot	1	{Hay V} {en P} {las D} {soledades N} {de P} {la D} {puna N} {, O}	O	""	""
disco010t_0210_annot	2	{cuando C} {la D} {noche N} {aumenta V} {ese D} {reposo N} {, O}	O	""	""
disco010t_0210_annot	3	{un D} {misterio N} {solemne G} {y C} {religioso G}	O	""	""
disco010t_0210_annot	4	{como C} {el D} {amor N} {de P} {un D} {alma N} {sin P} {fortuna N} {. O}	O	""	""
disco010t_0210_annot	5	{Cada D} {cumbre N} {de P} {nieve N} {es V} {como C} {una D}	B	"sirrem_pal-rel"	"pp16"
disco010t_0210_annot	6	{virgen N} {, O} {que Q} {, O} {de P} {la D} {mano N} {del P} {esposo N} {, O}	I	"sirrem_pal-rel"	"pp16"
disco010t_0210_annot	7	{aparece V} {en P} {el D} {templo N} {luminoso G}	O	""	""
disco010t_0210_annot	8	{envuelta G} {en P} {fría G} {castidad N} {de P} {Luna R}	O	""	""
disco010t_0210_annot	9	{¡ O} {Oh O} {, O} {cuadro V} {aquel D} {de P} {místicos N} {reflejos N} {! O}	O	""	""
disco010t_0210_annot	10	{Los D} {mismos D} {Andes R} {a P} {los D} {cielos N} {crecen V}	O	""	""
disco010t_0210_annot	11	{como C} {torres N} {de P} {ingente N} {campanario G} {; O}	O	""	""
disco010t_0210_annot	12	{los D} {rayos N} {se Q} {hacen V} {cruces N} {, O} {a P} {los D} {lejos A} {; O}	O	""	""
disco010t_0210_annot	13	{y C} {hasta P} {los D} {astros N} {, O} {al P} {brotar V} {, O} {parecen V}	B	"enlace_subj_verb"	"ld01"
disco010t_0210_annot	14	{las D} {desgranadas G} {cuentas N} {de P} {un D} {rosario N}	I	"enlace_subj_verb"	"ld01"
disco010t_0211_annot	1	{Hay V} {en P} {la D} {paz N} {de P} {la D} {ciudades N} {yertas G}	B	"sirrem_adj_noun"	"pp01"
disco010t_0211_annot	2	{ficción N} {de P} {campamentos N} {desolados G} {, O}	I	"sirrem_adj_noun"	"pp01"
disco010t_0211_annot	3	{en P} {donde Q} {, O} {mientras C} {duermen V} {los D} {soldados N} {, O}	O	""	""
disco010t_0211_annot	4	{se Q} {oyen V} {sonar V} {tristísimos V} {alertas G}	B	"enlace_subj_verb"	"ld01"
disco010t_0211_annot	5	{Vetustas R} {casas N} {, O} {rechinantes N} {puertas N} {; O}	I	"enlace_subj_verb"	"ld01"
disco010t_0211_annot	6	{colgaduras N} {de P} {musgo N} {en P} {los D} {tejados N} {; O}	O	""	""
disco010t_0211_annot	7	{escombros N} {contra P} {escombros N} {recostados G} {; O}	O	""	""
disco010t_0211_annot	8	{y C} {, O} {dormidas G} {al P} {Sol R} {, O} {plazas N} {desiertas G} {. O}	O	""	""
disco010t_0211_annot	9	{Histórica G} {ciudad N} {: O} {nada Q} {amortigua G}	B	"enlace_subj_verb"	"ld01"
disco010t_0211_annot	10	{la D} {pompa N} {colonial G} {que Q} {la D} {engalana N} {, O}	I	"enlace_subj_verb"	"ld01"
disco010t_0211_annot	11	{ni C} {su D} {hispano G} {blasón N} {mancha N} {de P} {lodo N} {. O}	O	""	""
disco010t_0211_annot	12	{Tiene V} {el D} {encanto N} {de P} {la D} {edad N} {antigua G} {; O}	O	""	""
disco010t_0211_annot	13	{y C} {la D} {mayor G} {felicidad N} {humana G} {: O}	O	""	""
disco010t_0211_annot	14	{¡ O} {la D} {de P} {vivir V} {indiferente G} {a P} {todo Q} {! O}	O	""	""
disco010t_0212_annot	1	{Pláceme V} {el D} {mismo D} {tiempo N} {los D} {frutos N} {y C} {las D} {flores N} {, O}	O	""	""
disco010t_0212_annot	2	{el D} {concentrado G} {jugo N} {, O} {la D} {perfumada G} {esencia N} {; O}	O	""	""
disco010t_0212_annot	3	{y C} {en P} {mi D} {canción N} {, O} {por P} {eso Q} {, O} {de P} {múltiple G} {cadencia N} {, O}	O	""	""
disco010t_0212_annot	4	{están V} {todas D} {las D} {gracias N} {y C} {todos D} {los D} {vigores N} {. O}	O	""	""
disco010t_0212_annot	5	{Me Q} {han V} {dado V} {los D} {virreyes N} {sus D} {líricos N} {primores G}	B	"enlace_od_verb"	"ld02"
disco010t_0212_annot	6	{y C} {los D} {conquistadores N} {su D} {augusta G} {refulgencia N} {; O}	I	"enlace_od_verb"	"ld02"
disco010t_0212_annot	7	{y C} {así A} {hay V} {de P} {verso N} {a P} {verso N} {la D} {heroica N} {diferencia V}	B	"enlace_od_verb"	"ld02"
disco010t_0212_annot	8	{que C} {hubo V} {de P} {los D} {virreyes N} {a P} {los D} {conquistadores N}	I	"enlace_od_verb"	"ld02"
disco010t_0212_annot	9	{Confieso V} {que C} {, O} {aunque C} {yo Q} {amo V} {las D} {pompas N} {coloniales G} {, O}	O	""	""
disco010t_0212_annot	10	{a P} {las D} {más A} {finas G} {cuerdas N} {prefiero V} {los D} {metales N} {: O}	O	""	""
disco010t_0212_annot	11	{tal Q} {doy V} {con P} {mis D} {clarines N} {imperativas G} {dianas N} {; O}	O	""	""
disco010t_0212_annot	12	{y C} {, O} {entonces A} {, O} {sacrifico G} {mis D} {bellas G} {baratijas N} {, O}	O	""	""
disco010t_0212_annot	13	{como C} {los D} {viejos N} {nobles G} {que Q} {echaban V} {sus D} {sortijas N}	O	""	""
disco010t_0212_annot	14	{al P} {bronce N} {destinado G} {para P} {fundir V} {campanas N} {. O}	O	""	""
disco010t_0213_annot	1	{Juan R} {Santos R} {Atahualpa R} {lanzó V} {el D} {grito N}	B	"sirrem_noun_prep"	"pp06.1"
disco010t_0213_annot	2	{de P} {rebelión N} {Crujieron V} {las D} {cabañas N}	I	"sirrem_noun_prep"	"pp06.1"
disco010t_0213_annot	3	{Su D} {voz N} {, O} {repercutiendo V} {en P} {lo D} {infinito G} {, O}	O	""	""
disco010t_0213_annot	4	{era V} {la D} {libertad N} {de P} {las D} {montañas N}	O	""	""
disco010t_0213_annot	5	{Tal Q} {fue V} {el D} {derrumbamiento N} {portentoso G}	B	"sirrem_noun_prep"	"pp05"
disco010t_0213_annot	6	{de P} {una D} {sobre P} {otra D} {raza N} {Hecho R} {un D} {coloso N} {, O}	I	"sirrem_noun_prep"	"pp05"
disco010t_0213_annot	7	{él Q} {, O} {Apú-Inca R} {, O} {que Q} {en P} {el D} {campo N} {abierto G} {, O}	O	""	""
disco010t_0213_annot	8	{se Q} {rubricó V} {de P} {heroicas N} {cicatrices G} {, O}	O	""	""
disco010t_0213_annot	9	{supo V} {en P} {la D} {lucha N} {desplomarse V} {muerto G}	O	""	""
disco010t_0213_annot	10	{como C} {un D} {árbol N} {hachado G} {en P} {las D} {raíces N}	O	""	""
disco010t_0213_annot	11	{Y C} {cumplió V} {su D} {deseo N} {y C} {murió V} {ufano G} {; O}	O	""	""
disco010t_0213_annot	12	{que C} {en P} {las D} {montañas N} {a P} {su D} {empuje N} {estrechas G} {, O}	O	""	""
disco010t_0213_annot	13	{él Q} {, O} {antes A} {de P} {morir V} {, O} {tuvo V} {en P} {su D} {mano N}	O	""	""
disco010t_0213_annot	14	{todas D} {las D} {tribus N} {como C} {un D} {haz N} {de P} {flechas N}	O	""	""
disco010t_0214_annot	1	{Se Q} {yergue V} {la D} {figura N} {del P} {Cid R} {embalsamado G} {, O}	O	""	""
disco010t_0214_annot	2	{de P} {espaldas N} {contra P} {el D} {muro N} {del P} {templo N} {silencioso G} {; O}	O	""	""
disco010t_0214_annot	3	{no A} {hay V} {nada Q} {en P} {el D} {silencio N} {que Q} {turbe V} {su D} {reposo N} {, O}	O	""	""
disco010t_0214_annot	4	{no A} {hay V} {nada Q} {en P} {tal D} {reposo N} {que Q} {mengüe V} {al P} {gran G} {soldado N} {. O}	O	""	""
disco010t_0214_annot	5	{Dijérase V} {que C} {el D} {tiempo N} {se Q} {duerme V} {fatigado G}	B	"enlace_subj_verb"	"ld01"
disco010t_0214_annot	6	{Hasta P} {el D} {mandoble N} {mismo G} {parece V} {ya A} {mohoso G} {; O}	I	"enlace_subj_verb"	"ld01"
disco010t_0214_annot	7	{y C} {sobre P} {la D} {armadura N} {del P} {ínclito N} {coloso G}	O	""	""
disco010t_0214_annot	8	{las D} {fúnebres G} {arañas G} {sus D} {telas N} {han V} {colgado V}	O	""	""
disco010t_0214_annot	9	{Impávido G} {judío G} {, O} {con P} {planta N} {retadora G} {, O}	O	""	""
disco010t_0214_annot	10	{entrando V} {en P} {aquel D} {templo N} {, O} {profana G} {aquella D} {hora N} {: O}	O	""	""
disco010t_0214_annot	11	{llega V} {hasta P} {el D} {héroe N} {, O} {y C} {prueba V} {tocar V} {su D} {faz N} {sagrada G} {. O}	O	""	""
disco010t_0214_annot	12	{Y C} {, O} {cual Q} {si C} {recobrase V} {la D} {vida N} {de P} {repente N} {, O}	O	""	""
disco010t_0214_annot	13	{fue V} {entonces A} {cuando C} {el D} {héroe N} {definitivamente A}	B	"sirrem_verb_adv"	"pp11"
disco010t_0214_annot	14	{sacó V} {por P} {la D} {vez N} {última G} {un D} {palmo N} {de P} {su D} {espada N}	I	"sirrem_verb_adv"	"pp11"
disco010t_0215_annot	1	{Dime R} {, O} {si C} {has V} {visitado V} {la D} {Real R} {Armería R} {, O}	O	""	""
disco010t_0215_annot	2	{¿ O} {qué Q} {sentiste V} {ante P} {aquellas D} {antiguas G} {armaduras N} {? O}	O	""	""
disco010t_0215_annot	3	{Mi D} {verso N} {evocativo G} {perfila V} {las D} {figuras N}	B	"sirrem_adj_noun"	"pp02"
disco010t_0215_annot	4	{heroicas G} {que Q} {se Q} {pierden V} {en P} {esa D} {lejanía N}	I	"sirrem_adj_noun"	"pp02"
disco010t_0215_annot	5	{Poeta R} {que C} {a P} {ti Q} {llego V} {desde P} {un D} {remoto G} {día N} {, O}	O	""	""
disco010t_0215_annot	6	{¿ O} {cómo A} {podré V} {halagarte V} {con P} {mis D} {palabras N} {duras G} {, O}	O	""	""
disco010t_0215_annot	7	{si C} {estoy V} {enamorado G} {de P} {aquellas D} {aventuras N}	O	""	""
disco010t_0215_annot	8	{y C} {sólo A} {siento V} {aquella D} {vetusta N} {poesía N} {? O}	O	""	""
disco010t_0215_annot	9	{¿ O} {Quieres N} {oír V} {mi D} {canto N} {? O} {Visita V} {el D} {gran G} {museo N}	B	"sirrem_noun_prep"	"pp05"
disco010t_0215_annot	10	{de P} {las D} {armas N} {; O} {y C} {, O} {entonces A} {, O} {colmarás V} {tu D} {deseo N} {, O}	I	"sirrem_noun_prep"	"pp05"
disco010t_0215_annot	11	{posando V} {en P} {esas D} {viejas G} {panoplias N} {tus D} {miradas N}	O	""	""
disco010t_0215_annot	12	{Tal Q} {, O} {ya A} {que C} {a P} {tu D} {capricho N} {mi D} {inspiración N} {someto N} {, O}	O	""	""
disco010t_0215_annot	13	{como C} {una Q} {de P} {esas D} {viejas G} {panoplias N} {, O} {mi D} {soneto N}	B	"enlace_subj_verb"	"ld01"
disco010t_0215_annot	14	{desdobla V} {el D} {abanico N} {de P} {sus D} {catorce D} {espadas N} {. O}	I	"enlace_subj_verb"	"ld01"
disco010t_0216_annot	1	{Parto V} {yo Q} {este D} {soneto N} {para P} {decir V} {la D} {pena N}	O	""	""
disco010t_0216_annot	2	{que C} {me Q} {trae V} {tu D} {muerte N} {de P} {cacique N} {sonoro G} {, O}	O	""	""
disco010t_0216_annot	3	{cuya Q} {maza N} {de P} {roble V} {, O} {cuya Q} {flecha N} {de P} {oro N}	O	""	""
disco010t_0216_annot	4	{una D} {voz N} {despertaron V} {que C} {en P} {mi D} {lira N} {resuena G}	O	""	""
disco010t_0216_annot	5	{Parto R} {yo Q} {este D} {soneto N} {como C} {ante P} {sacra N} {pira G}	O	""	""
disco010t_0216_annot	6	{una D} {nerviosa G} {rama N} {, O} {que Q} {, O} {en P} {la D} {doliente G} {escena N} {, O}	O	""	""
disco010t_0216_annot	7	{se Q} {arquea V} {hasta P} {que C} {cruje V} {rompiéndose V} {de P} {ira N}	O	""	""
disco010t_0216_annot	8	{Y C} {así A} {es V} {como C} {el D} {soneto N} {por P} {el D} {dolor N} {partido N}	O	""	""
disco010t_0216_annot	9	{hace V} {pensar V} {que C} {, O} {en P} {este D} {momento N} {que Q} {me Q} {inspira V}	O	""	""
disco010t_0216_annot	10	{pongo V} {bajo P} {la D} {tuya N} {mi D} {septicorde N} {lira G} {, O}	O	""	""
disco010t_0216_annot	11	{para P} {que C} {los D} {dos D} {tengan V} {un D} {único G} {sonido N}	O	""	""
disco010t_0216_annot	12	{Nuestras D} {dos D} {liras O} {juntan V} {sus D} {cánticos N} {diversos G}	O	""	""
disco010t_0216_annot	13	{y C} {hacen V} {que C} {, O} {al P} {confundirse V} {, O} {pasen V} {como C} {un D} {rugido G}	O	""	""
disco010t_0216_annot	14	{por P} {las D} {catorce D} {cuerdas N} {de P} {estos D} {catorce D} {versos N}	O	""	""
disco010t_0217_annot	1	{Añoro R} {yo Q} {aquel D} {tiempo N} {del P} {miriñaque N} {inflado G} {, O}	O	""	""
disco010t_0217_annot	2	{de P} {los D} {bucles N} {en P} {torno N} {de P} {la D} {ovalada G} {frente A} {, O}	O	""	""
disco010t_0217_annot	3	{de P} {los D} {largos G} {zarcillos N} {de P} {plata N} {reluciente A}	O	""	""
disco010t_0217_annot	4	{y C} {del P} {impertinente G} {que Q} {hoy A} {ha V} {resucitado V} {. O}	O	""	""
disco010t_0217_annot	5	{En P} {un D} {daguerrotipo N} {, O} {que Q} {un D} {fiel N} {enamorado G}	B	"sirrem_adj_noun"	"pp01"
disco010t_0217_annot	6	{guarda N} {, O} {he V} {visto V} {una D} {dama N} {de P} {aquel D} {tiempo N} {; O} {y C} {mi D} {mente N}	IB	"sirrem_adj_noun
enlace_subj_verb"	"pp01
ld01"
disco010t_0217_annot	7	{se Q} {ha V} {sentido V} {confusa G} {, O} {porque C} {en P} {nuestro D} {presente N}	I	"enlace_subj_verb"	"ld01"
disco010t_0217_annot	8	{ya A} {no A} {hay V} {aquella D} {gracia N} {que Q} {hubo V} {en P} {nuestro D} {pasado G}	O	""	""
disco010t_0217_annot	9	{¡ O} {Oh O} {tiempo N} {aquel D} {de P} {gentes N} {que Q} {, O} {al P} {mirarlas V} {de P} {lejos A} {, O}	O	""	""
disco010t_0217_annot	10	{aparecen V} {rodeadas G} {de P} {una D} {luz N} {misteriosa G} {, O}	O	""	""
disco010t_0217_annot	11	{cual Q} {si C} {las D} {reflejasen V} {desconchados G} {espejos N} {! O}	O	""	""
disco010t_0217_annot	12	{Tibio D} {rincón N} {de P} {encanto N} {donde Q} {el D} {amor N} {chispea V} {, O}	O	""	""
disco010t_0217_annot	13	{mientras C} {que C} {en P} {el D} {ambiente N} {perfumado G} {de P} {rosa N} {, O}	O	""	""
disco010t_0217_annot	14	{flota V} {el D} {rumor N} {de P} {un D} {ósculo N} {entre P} {una D} {melopea G} {. O}	O	""	""
disco010t_0218_annot	1	{En P} {la D} {reja N} {nerviosa G} {gime V} {una D} {serenata N} {, O}	O	""	""
disco010t_0218_annot	2	{bajo P} {un D} {celestinaje N} {de P} {picaresca N} {Luna R} {; O}	O	""	""
disco010t_0218_annot	3	{y C} {tras P} {la D} {celosía N} {, O} {se Q} {presiente V} {que C} {hay V} {una D}	B	"sirrem_pal-rel"	"pp16"
disco010t_0218_annot	4	{mujer N} {que Q} {es V} {toda D} {hecha G} {de P} {suspiro N} {y C} {de P} {plata N}	I	"sirrem_pal-rel"	"pp16"
disco010t_0218_annot	5	{El D} {galán N} {embozado G} {sus D} {querellas N} {desata G}	O	""	""
disco010t_0218_annot	6	{en P} {el D} {claro G} {silencio N} {de P} {la D} {calle N} {moruna G} {; O}	O	""	""
disco010t_0218_annot	7	{y C} {, O} {como C} {un D} {ala N} {de P} {ave N} {que Q} {roza V} {una D} {laguna N} {, O}	O	""	""
disco010t_0218_annot	8	{va V} {diciendo V} {en P} {su D} {canto N} {la D} {pena N} {que Q} {lo Q} {mata V} {. O}	O	""	""
disco010t_0218_annot	9	{Cesa V} {la D} {melodía N} {; O} {cruje V} {la D} {celosía N} {; O}	O	""	""
disco010t_0218_annot	10	{y C} {la D} {miel N} {de P} {un D} {coloquio N} {se Q} {disuelve V} {en P} {la D} {hora N} {, O}	O	""	""
disco010t_0218_annot	11	{hasta P} {que C} {el D} {gallo N} {dice V} {la D} {anunciación N} {del P} {día N} {. O}	O	""	""
disco010t_0218_annot	12	{Se Q} {alarga V} {un D} {beso N} {bajo P} {la D} {luna N} {macilenta G} {, O}	O	""	""
disco010t_0218_annot	13	{las D} {penumbras N} {sonríen V} {y C} {la D} {reja N} {se Q} {enflora V}	O	""	""
disco010t_0218_annot	14	{y C} {esto Q} {es V} {aquí A} {y C} {en P} {mayo O} {y C} {en P} {el D} {año N} {cuarenta Q} {. O}	O	""	""
disco010t_0219_annot	1	{Episodios N} {galantes G} {: O} {citas N} {breves G} {y C} {oscuras G} {; O}	O	""	""
disco010t_0219_annot	2	{femeninos G} {perfiles N} {en P} {cerradas G} {calesas N} {; O}	O	""	""
disco010t_0219_annot	3	{silbidos N} {que Q} {se Q} {cruzan V} {en P} {la D} {sombras N} {espesas G} {; O}	O	""	""
disco010t_0219_annot	4	{y C} {brazos N} {donjuanescos G} {que Q} {aprisionan V} {cinturas N} {. O}	O	""	""
disco010t_0219_annot	5	{Abadías N} {que Q} {amparan V} {un D} {hervor N} {de P} {locuras N} {, O}	O	""	""
disco010t_0219_annot	6	{monasterios N} {que Q} {tienen V} {encantadas G} {princesas N} {; O}	O	""	""
disco010t_0219_annot	7	{breviarios N} {en P} {que Q} {cartas N} {de P} {amor N} {laten V} {opresas N} {, O}	O	""	""
disco010t_0219_annot	8	{rosarios N} {que Q} {en P} {los D} {dedos N} {cuentan V} {cien D} {aventuras N} {. O}	O	""	""
disco010t_0219_annot	9	{Es V} {un D} {tiempo N} {que Q} {pasa V} {todo Q} {él Q} {de P} {soslayo N} {: O}	O	""	""
disco010t_0219_annot	10	{la D} {mujer N} {sospechosa G} {sufre V} {siempre A} {un D} {desmayo N}	O	""	""
disco010t_0219_annot	11	{y C} {el D} {galán N} {bajo P} {el D} {lecho N} {disimula V} {una D} {cita N} {. O}	O	""	""
disco010t_0219_annot	12	{Se Q} {diría V} {que C} {Venus R} {a P} {rezar V} {ha V} {aprendido V} {; O}	O	""	""
disco010t_0219_annot	13	{y C} {, O} {beatíficamente A} {, O} {moja V} {el D} {ramo N} {florido G}	B	"sirrem_noun_prep"	"pp05"
disco010t_0219_annot	14	{de P} {sus D} {dedos N} {rosados G} {en P} {el D} {agua N} {bendita G}	I	"sirrem_noun_prep"	"pp05"
disco010t_0220_annot	1	{Y C} {bien A} {: O} {todo D} {ese D} {tiempo N} {de P} {vidas N} {amorosas G}	B	"enlace_subj_verb"	"ld01"
disco010t_0220_annot	2	{se Q} {estremece V} {en P} {la D} {lira N} {del P} {poeta N} {risueño G} {, O}	I	"enlace_subj_verb"	"ld01"
disco010t_0220_annot	3	{que Q} {aparece V} {en P} {diez D} {lustros N} {como C} {el D} {único G} {dueño N}	B	"sirrem_noun_prep"	"pp05"
disco010t_0220_annot	4	{de P} {cuanto A} {sabe V} {a P} {mieles N} {y C} {cuanto A} {huele V} {a P} {rosas N}	I	"sirrem_noun_prep"	"pp05"
disco010t_0220_annot	5	{El D} {poeta N} {sonríe V} {cuando C} {habla V} {de P} {esas D} {cosas N} {; O}	O	""	""
disco010t_0220_annot	6	{y C} {a P} {través N} {de P} {su D} {canto N} {, O} {como C} {a P} {través N} {de P} {un D} {sueño N} {, O}	O	""	""
disco010t_0220_annot	7	{Jesucristo R} {sonríe V} {también A} {desde P} {su D} {leño N}	O	""	""
disco010t_0220_annot	8	{y C} {todas D} {las D} {sonrisas N} {se Q} {vuelven V} {mariposas G} {. O}	O	""	""
disco010t_0220_annot	9	{Noble G} {, O} {irónico G} {, O} {fino G} {, O} {disimula N} {el D} {manto N}	B	"sirrem_noun_prep"	"pp06.1"
disco010t_0220_annot	10	{de P} {su D} {verso N} {, O} {el D} {poeta N} {, O} {todo D} {el D} {vicio N} {: O} {su D} {canto N}	IB	"sirrem_noun_prep
enlace_subj_verb"	"pp06.1
ld01"
disco010t_0220_annot	11	{torna V} {el D} {mal N} {de P} {las D} {gentes N} {en P} {artístico G} {bien N} {; O}	I	"enlace_subj_verb"	"ld01"
disco010t_0220_annot	12	{y C} {, O} {resaltando V} {sobre P} {la D} {liviandad N} {oscura G} {, O}	O	""	""
disco010t_0220_annot	13	{de P} {esa D} {edad N} {que C} {él Q} {cantaba V} {, O} {sólo A} {, O} {al P} {fin N} {, O} {su D} {figura N}	B	"enlace_subj_verb"	"ld01"
disco010t_0220_annot	14	{quedará V} {por P} {los D} {siglos N} {de P} {los D} {siglos N} {Amén R}	I	"enlace_subj_verb"	"ld01"
disco010t_0221_annot	1	{Tengo V} {una D} {Virgen R} {modelada G} {en P} {cera N} {, O}	O	""	""
disco010t_0221_annot	2	{ante P} {la D} {que Q} {arde V} {extática G} {mi D} {vida N} {, O}	O	""	""
disco010t_0221_annot	3	{cual Q} {si C} {fuese V} {una D} {lámpara N} {encendida G}	O	""	""
disco010t_0221_annot	4	{que C} {en P} {honor N} {de P} {un D} {amor N} {se Q} {consumiera V} {. O}	O	""	""
disco010t_0221_annot	5	{Por P} {un D} {rayo N} {lunar V} {de P} {primavera N}	B	"enlace_subj_verb"	"ld01"
disco010t_0221_annot	6	{vino V} {a P} {mí Q} {, O} {como C} {el D} {bálsamo N} {a P} {la D} {herida N} {, O}	I	"enlace_subj_verb"	"ld01"
disco010t_0221_annot	7	{esta D} {gótica G} {Virgen R} {desprendida G}	O	""	""
disco010t_0221_annot	8	{tal D} {vez N} {de P} {una D} {litúrgica G} {vidriera N} {. O}	O	""	""
disco010t_0221_annot	9	{Yo Q} {haré V} {que C} {siempre A} {inmaculada G} {brille V}	B	"enlace_subj_verb"	"ld01"
disco010t_0221_annot	10	{la D} {Virgen R} {de P} {la D} {frente N} {taciturna G}	I	"enlace_subj_verb"	"ld01"
disco010t_0221_annot	11	{y C} {los D} {ojos N} {metálicos G} {y C} {tersos G} {; O}	O	""	""
disco010t_0221_annot	12	{que C} {, O} {para P} {que C} {ni C} {el D} {aire N} {la D} {mancille N} {, O}	O	""	""
disco010t_0221_annot	13	{la D} {tengo V} {- O} {sin P} {tocar V} {- O} {en P} {una D} {urna N}	B	"sirrem_adj_noun"	"pp02"
disco010t_0221_annot	14	{hecha G} {con P} {los D} {cristales N} {de P} {mis D} {versos N}	I	"sirrem_adj_noun"	"pp02"
disco010t_0222_01_annot	1	{La D} {tarde N} {se Q} {pasea V} {como C} {convaleciente G}	O	""	""
disco010t_0222_01_annot	2	{por P} {el D} {verdor N} {espeso G} {de P} {los D} {cañaverales N}	O	""	""
disco010t_0222_01_annot	3	{Desflécase V} {una D} {lluvia N} {de P} {menudos G} {cristales N} {; O}	O	""	""
disco010t_0222_01_annot	4	{y C} {el D} {paisaje N} {retiembla V} {como C} {a P} {través N} {de P} {un D} {lente N} {. O}	O	""	""
disco010t_0222_01_annot	5	{Las D} {chimeneas N} {rojas G} {de P} {la D} {fábrica N} {ingente G}	B	"enlace_subj_verb"	"ld01"
disco010t_0222_01_annot	6	{dan V} {la D} {impresión N} {de P} {un D} {barco N} {que Q} {espera V} {las D} {señales N}	IB	"enlace_subj_verb
sirrem_noun_prep"	"ld01
pd02"
disco010t_0222_01_annot	7	{para P} {zarpar V} {, O} {y C} {cuyas Q} {campanas N} {funerales G}	IB	"sirrem_noun_prep
sirrem_noun_prep"	"pd02
pp05"
disco010t_0222_01_annot	8	{de P} {vez N} {en P} {cuando C} {vuélcanse V} {acompasadamente A}	IB	"sirrem_noun_prep
enlace_subj_verb"	"pp05
ld01"
disco010t_0222_01_annot	9	{Tal D} {cual Q} {palmera N} {impone V} {contra P} {el D} {cielo N} {su D} {estampa N}	IB	"enlace_subj_verb
sirrem_noun_prep"	"ld01
pp06.1"
disco010t_0222_01_annot	10	{de P} {abanicos N} {, O} {que Q} {luce V} {calado N} {el D} {varillaje N}	I	"sirrem_noun_prep"	"pp06.1"
disco010t_0222_01_annot	11	{Las D} {nubes N} {fugan V} {. O} {Chillan V} {los D} {insectos N} {. O} {Escampa R} {. O}	O	""	""
disco010t_0222_01_annot	12	{Y C} {un D} {acordeón N} {rústico G} {alarga V} {un D} {danzón N} {vago G} {, O}	O	""	""
disco010t_0222_01_annot	13	{que Q} {se Q} {disuelve V} {sobre P} {la D} {angustia N} {del P} {paisaje N}	O	""	""
disco010t_0222_01_annot	14	{como C} {un D} {jirón N} {de P} {niebla N} {sobre P} {la D} {paz N} {de P} {un D} {lago N} {. O}	O	""	""
disco010t_0222_02_annot	1	{Renunciamiento R} {. O} {Anchura N} {para P} {nuestras D} {miradas N}	O	""	""
disco010t_0222_02_annot	2	{y C} {oración N} {para P} {el D} {duelo N} {de P} {nuestros D} {corazones N}	O	""	""
disco010t_0222_02_annot	3	{Es V} {la D} {hora N} {propicia G} {de P} {las D} {meditaciones N} {, O}	O	""	""
disco010t_0222_02_annot	4	{de P} {los D} {poetas N} {tristes G} {y C} {de P} {las D} {bienamadas N}	O	""	""
disco010t_0222_02_annot	5	{En P} {los D} {cañaverales N} {se Q} {oyen V} {chocar V} {espadas N} {; O}	O	""	""
disco010t_0222_02_annot	6	{en P} {las D} {nubes N} {se Q} {miran V} {galopar V} {escuadrones N} {; O}	O	""	""
disco010t_0222_02_annot	7	{y C} {las Q} {rubias G} {palmeras N} {fingen V} {crin N} {de P} {leones N}	B	"oracional"	"cp01"
disco010t_0222_02_annot	8	{que Q} {sacuden V} {al P} {aire N} {sus D} {cabezas N} {colgadas G}	I	"oracional"	"cp01"
disco010t_0222_02_annot	9	{¡ O} {Oh O} {visión N} {opresora G} {de P} {la D} {muerte N} {del P} {día N}	O	""	""
disco010t_0222_02_annot	10	{sobre P} {el D} {campo N} {! O} {¡ O} {Oh O} {tristeza N} {que Q} {difunde Q} {lo Q} {verde G}	B	"enlace_od_verb"	"ld02"
disco010t_0222_02_annot	11	{dilatándose V} {bajo P} {esta D} {parada N} {agonía N} {! O}	I	"enlace_od_verb"	"ld02"
disco010t_0222_02_annot	12	{La D} {añoranza N} {imperiosa G} {La D} {esperanza N} {tardía G}	B	"enlace_od_verb"	"ld02"
