n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
dario	con su soberbio rostro de emperador!	con su soberbio rostro de emperador!	12	4 6 11	-	Dodecasílabo	1.0
dario	Ya de su corintio templo cincela una metopa,	Ya de su corintio templo cincela una metopa,	15	1 5 7 10 11 14	-	Pentadecasílabo	1.0
dario	ya de un morisco alcázar el capitel sutil;	ya de un morisco alcázar el capitel sutil;	14	1 2 4 6 11 13	-	Alejandrino	1.0
dario	ya, como Benvenuto, del oro de una copa	ya, como Benvenuto, del oro de una copa	14	1 6 9 11 13	-	Alejandrino	1.0
dario	forma un joyel artístico, prodigio del buril.	forma un joyel artístico, prodigio del buril.	14	1 2 4 6 9 13	-	Alejandrino	1.0
dario	Pinta las dulces Gracias, o la desnuda Europa,	Pinta las dulces Gracias, o la desnuda Europa,	14	1 4 6 11 13	-	Alejandrino	1.0
dario	en el pulido borde de un vaso de marfil,	en el pulido borde de un vaso de marfil,	14	4 6 8 9 13	-	Alejandrino	1.0
dario	o a Diana, diosa virgen de desceñida ropa,	o a Diana, diosa virgen de desceñida ropa,	14	2 4 6 11 13	-	Alejandrino	1.0
dario	con aire cinegético, o en grupo pastoril.	con aire cinegético, o en grupo pastoril.	14	2 6 9 13	-	Alejandrino	1.0
dario	La musa que al poeta sus cánticos inspira	La musa que al poeta sus cánticos inspira	14	2 6 9 13	-	Alejandrino	1.0
dario	no lleva la vibrante trompeta de metal,	no lleva la vibrante trompeta de metal,	14	1 2 6 9 13	-	Alejandrino	1.0
dario	ni es la bacante loca que canta y que delira,	ni es la bacante loca que canta y que delira,	14	1 4 6 9 13	-	Alejandrino	1.0
dario	en el amor fogosa, y en el placer triunfal:	en el amor fogosa, y en el placer triunfal:	14	4 6 11 13	-	Alejandrino	1.0
dario	ella al cantor ofrece la septicorde lira,	ella al cantor ofrece la septicorde lira,	14	1 4 6 11 13	-	Alejandrino	1.0
dario	o, rítmica y sonora, la flauta de cristal.	o, rítmica y sonora, la flauta de cristal.	14	2 6 9 13	-	Alejandrino	1.0
dario	Dio luz a sus estrofas el cielo azul de Italia,	Dio luz a sus estrofas el cielo azul de Italia,	14	1 2 6 9 11 13	-	Alejandrino	1.0
dario	le atrajo con su inmenso fulgor el gran París;	le atrajo con su inmenso fulgor el gran París;	14	2 6 9 11 13	-	Alejandrino	1.0
dario	ciñeron su cabeza los lauros de la Galia	ciñeron su cabeza los lauros de la Galia	14	2 6 9 13	-	Alejandrino	1.0
dario	y fueron sus hermanos los hijos de San Luis.	y fueron sus hermanos los hijos de San Luis.	14	2 6 9 13	-	Alejandrino	1.0
dario	Las máscaras le dieron las Gracias de Tesalia;	Las máscaras le dieron las Gracias de Tesalia;	14	2 6 9 13	-	Alejandrino	1.0
dario	cantó el valor, un astro; y la virtud, un lis.	cantó el valor, un astro; y la virtud, un lis.	14	2 4 5 6 11 12 13	-	Alejandrino	1.0
dario	Y luego dio a los vientos su rítmica faunalia,	Y luego dio a los vientos su rítmica faunalia,	14	2 4 6 9 13	-	Alejandrino	1.0
dario	y el cielo, antes rosado, tornóse cielo gris.	y el cielo, antes rosado, tornóse cielo gris.	14	2 3 6 9 11 13	-	Alejandrino	1.0
dario	Los gritos de su carne son gritos de bacante,	Los gritos de su carne son gritos de bacante,	14	2 6 8 9 13	-	Alejandrino	1.0
dario	las voces de su alma dan vida a la ilusión;	las voces de su alma dan vida a la   ilusión	14	2 5 7 8 13	-	Alejandrino	1.0
dario	a la esperanza muerta, levántala radiante,	a la esperanza muerta, levántala radiante,	14	4 6 9 13	-	Alejandrino	1.0
dario	de su péctide helénica al desusado son;	de su péctide helénica al desusado son;	14	3 6 11 13	-	Alejandrino	1.0
dario	y en medio de la Francia, magnífico y vibrante,	y en medio de la Francia, magnífico y vibrante,	14	2 6 9 13	-	Alejandrino	1.0
dario	su espíritu está lleno de aurora y de visión.	su espíritu está lleno de aurora y de visión.	14	2 5 6 9 13	-	Alejandrino	1.0
dario	Tu cuarteto es cuadriga de águilas bravas	Tu cuarteto es cuadriga de águilas bravas	12	3 4 6 8 11	-	Dodecasílabo	1.0
dario	que aman las tempestades, los oceanos;	que aman las tempestades, los oceanos;	12	1 6 11	-	Dodecasílabo	1.0
dario	las pesadas tizonas, las férreas clavas,	las pesadas tizonas, las férreas clavas,	13	3 6 9 12	-	Tridecasílabo	1.0
dario	son las armas forjadas para tus manos.	son las armas forjadas para tus manos.	12	1 3 6 11	-	Dodecasílabo	1.0
dario	Tu idea tiene cráteres y vierte lavas;	Tu idea tiene cráteres y vierte lavas;	13	2 4 6 10 12	-	Tridecasílabo	1.0
dario	del arte recorriendo montes y llanos,	del arte recorriendo montes y llanos,	12	2 6 8 11	-	Dodecasílabo	1.0
dario	van tus rudas estrofas jamás esclavas,	van tus rudas estrofas jamás esclavas,	12	1 3 6 9 11	-	Dodecasílabo	1.0
dario	como un tropel de búfalos americanos.	como un tropel de búfalos americanos.	13	2 4 6 12	-	Tridecasílabo	1.0
dario	Lo que suena en tu lira lejos resuena,	Lo que suena en tu lira lejos resuena,	12	3 6 8 11	-	Dodecasílabo	1.0
dario	como cuando habla el bóreas, o cuando truena.	como cuando habla el bóreas, o cuando truena.	13	4 6 12	-	Tridecasílabo	1.0
dario	¡Hijo del Nuevo Mundo!, la Humanidad	¡Hijo del Nuevo Mundo!, la Humanidad	12	1 4 6 11	-	Dodecasílabo	1.0
dario	oiga, sobre la frente de las naciones,	oiga, sobre la frente de las naciones,	12	1 6 11	-	Dodecasílabo	1.0
dario	la hímnica pompa lírica de tus canciones	la hímnica pompa lírica de tus canciones	13	1 4 6 12	-	Tridecasílabo	1.0
dario	que saludan triunfantes la Libertad.	que saludan triunfantes la Libertad.	12	3 6 11	-	Dodecasílabo	1.0
dario	El vasto y misterioso y huracanado viento	El vasto y misterioso y huracanado viento	14	2 6 11 13	-	Alejandrino	1.0
dario	que sopla del abismo del hondo firmamento	que sopla del abismo del hondo firmamento	14	2 6 9 13	-	Alejandrino	1.0
dario	con ala formidable, con ímpetu violento,	con ala formidable, con ímpetu violento,	14	2 6 9 13	-	Alejandrino	1.0
dario	como lanzado al mundo por el poder de Dios,	como lanzado al mundo por el poder de Dios,	14	4 6 11 13	-	Alejandrino	1.0
dario	ha roto una columna que el pensamiento humano	ha roto una columna que el pensamiento humano	14	1 2 3 6 11 13	-	Alejandrino	1.0
dario	tenía en este suelo del mundo americano,	tenía en este suelo del mundo americano,	14	2 4 6 9 13	-	Alejandrino	1.0
dario	donde a los cuatro vientos gigante y soberano	donde a los cuatro vientos gigante y soberano	14	4 6 9 13	-	Alejandrino	1.0
dario	enviaba al alto genio del porvenir su voz.	enviaba al alto genio del porvenir su voz.	14	2 4 6 11 13	-	Alejandrino	1.0
dario	Mas no cantos de duelo debéis alzar, poetas.	Mas no cantos de duelo debéis alzar, poetas.	14	2 3 6 9 11 13	-	Alejandrino	1.0
dario	Vibrantes y triunfantes los coros de trompetas	Vibrantes y triunfantes los coros de trompetas	14	2 6 9 13	-	Alejandrino	1.0
dario	saludan al que cae cubierto de laurel.	saludan al que cae cubierto de laurel.	14	2 6 9 13	-	Alejandrino	1.0
dario	La gloria es del Maestro: su luz vierte fulgores.	La gloria es del Maestro: su luz vierte fulgores.	14	2 3 6 9 10 13	-	Alejandrino	1.0
dario	¡Preséntense las armas, soldados pensadores,	¡Preséntense las armas, soldados pensadores,	14	2 6 9 13	-	Alejandrino	1.0
dario	que pasa el carro negro con el cadáver de él!	que pasa el carro negro con el cadáver de él!	14	2 4 6 11 13	-	Alejandrino	1.0
dario	Al entreabrir los ojos, flotando ve la aurora	al entrabrir los ojos flotando ve la aurora	14	4 6 9 11 13	-	Alejandrino	1.0
dario	la mágica chinampa del lago en el cristal.	la mágica chinampa del lago en el cristal.	14	2 6 9 13	-	Alejandrino	1.0
dario	Rosas, mosquetas, dalias ... , ¿es el bajel de Flora?	Rosas, mosquetas, dalias ... , ¿es el bajel de Flora?	14	1 4 6 8 11 13	-	Alejandrino	1.0
dario	Emerge de las ondas olor primaveral.	Emerge de las ondas olor primaveral.	14	2 6 9 13	-	Alejandrino	1.0
dario	En la chinampa una india gallarda, encantadora,	En la chinampa una india gallarda, encantadora,	14	4 5 6 9 13	-	Alejandrino	1.0
dario	suspira. Hay un guerrero magnífico y triunfal	suspira hay un guerrero magnífico   y triunfal	14	2 3 5 8 13	-	Alejandrino	1.0
dario	que la idolatra ciego de amor. Ella le adora.	que la idolatra ciego de amor. Ella le adora.	14	4 6 9 10 13	-	Alejandrino	1.0
dario	¡Un beso! La luz baña la tierra tropical.	¡Un beso! La luz baña la tierra tropical.	14	1 2 5 6 9 13	-	Alejandrino	1.0
dario	¿Qué alumbra esa apoteosis? La amada y el amado.	¿Qué alumbra esa apoteosis? La amada y el amado.	14	1 2 3 7 10 13	-	Alejandrino	1.0
dario	Ella ardorosa y tímida, y él trémulo a su lado.	Ella ardorosa y tímida, y él trémulo a su lado.	14	1 4 6 8 9 13	-	Alejandrino	1.0
dario	Brazos morenos, túnica blanca. Y el vencedor	brazos morenos túnica blanca y   el vencedor	14	1 4 6 8 13	-	Alejandrino	1.0
dario	con un corazón de oro, su gran manto de pluma,	con un corazón de oro, su gran manto de pluma,	15	2 5 7 10 11 14	-	Pentadecasílabo	1.0
dario	el casco en la cabeza -las fauces de una puma-;	el casco en la cabeza -las fauces de una puma-;	14	2 6 9 11 13	-	Alejandrino	1.0
dario	y encima tiembla un grueso penacho de color.	y encima tiembla un grueso penacho de color.	14	2 4 5 6 9 13	-	Alejandrino	1.0
dario	Después del holocausto, el Inca va y reposa.	Después del holocausto, el Inca va y reposa.	14	2 6 9 11 13	-	Alejandrino	1.0
dario	Sueña. Ve al dios que pasa. Camina junto a él	sueña ve al dios que pasa camina junto a   él	14	1 3 4 6 9 11 13	-	Alejandrino	1.0
dario	la luna enamorada, gentil, pálida esposa.	la luna enamorada, gentil, pálida esposa.	14	2 6 9 10 13	-	Alejandrino	1.0
dario	Él es ardiente y rubio, es ella triste y fiel.	Él es ardiente y rubio, es ella triste y fiel.	14	1 2 4 6 8 9 11 13	-	Alejandrino	1.0
dario	El soberano lleva manto de fuego y rosa,	El soberano lleva manto de fuego y rosa,	14	4 6 8 11 13	-	Alejandrino	1.0
dario	y va detrás un paje tan bello como Ariel:	y va detrás un paje tan bello como Ariel:	14	2 4 5 6 9 13	-	Alejandrino	1.0
dario	es el lucero amado de la mañana hermosa	es el lucero amado de la mañana hermosa	14	1 4 6 11 13	-	Alejandrino	1.0
dario	y del azul profundo magnífico joyel.	y del azul profundo magnífico joyel.	14	4 6 9 13	-	Alejandrino	1.0
dario	El Inca se estremece cuando el cortejo mira.	El Inca se estremece cuando el cortejo mira.	14	2 6 11 13	-	Alejandrino	1.0
dario	Al padre Sol bendice, su majestad admira,	Al padre Sol bendice, su majestad admira,	14	2 4 6 11 13	-	Alejandrino	1.0
dario	y ve un fugaz relámpago del cielo en el confín.	y ve un fugaz relámpago del cielo en el confín.	14	2 4 6 9 13	-	Alejandrino	1.0
dario	Un eco ronco rueda por el inmenso espacio:	Un eco ronco rueda por el inmenso espacio:	14	1 2 4 6 11 13	-	Alejandrino	1.0
dario	el padre Sol retorna soberbio a su palacio;	el padre Sol retorna soberbio a su palacio;	14	2 4 6 9 13	-	Alejandrino	1.0
dario	Illapa va adelante, sonando su clarín.	Illapa va adelante, sonando su clarín.	14	2 4 6 9 13	-	Alejandrino	1.0
dario	De raso azul vestidas están las bellas damas,	De raso azul vestidas están las bellas damas,	14	2 4 6 9 11 13	-	Alejandrino	1.0
dario	entre tapices llenos de asuntos de Watteau;	entre tapices llenos de asuntos de Watteau;	14	4 6 9 13	-	Alejandrino	1.0
dario	la reina danza alegre, sus ojos son dos llamas;	la reina danza alegre, sus ojos son dos llamas;	14	2 4 6 9 11 12 13	-	Alejandrino	1.0
dario	habrá lirios como ella, pero más blancos, no.	habrá lirios como ella, pero más blancos, no.	14	2 3 6 10 11 13	-	Alejandrino	1.0
dario	Para ella el mirto brota las hojas de sus ramas;	Para ella el mirto brota las hojas de sus ramas;	14	2 4 6 9 13	-	Alejandrino	1.0
dario	para ella el padre Apolo las rimas inventó;	para ella el padre Apolo las rimas inventó;	14	2 4 6 9 13	-	Alejandrino	1.0
dario	para ella son hermanos los regios oriflamas,	para ella son hermanos los regios oriflamas,	14	2 4 6 9 13	-	Alejandrino	1.0
dario	Versalles y el Elíseo, Louvre y Fontainebleau.	Versalles y el Elíseo, Louvre y Fontainebleau.	14	2 6 8 13	-	Alejandrino	1.0
dario	Gentil el paso mide, su cuello real erguido,	gentil el paso mide su cuello r#al erguido	14	2 4 6 9 11 13	-	Alejandrino	1.0
dario	sonriente y desdeñosa su linda boca en flor;	sonriente y desdeñosa su linda boca en flor;	14	2 6 9 11 13	-	Alejandrino	1.0
dario	paloma de alabastro que tiene de oro el nido,	paloma de alabastro que tiene de oro el nido,	14	2 6 9 11 13	-	Alejandrino	1.0
dario	por solo afán, el gozo y el triunfo y el amor.	por solo afán el gozo   y el triunfo y   el amor	14	2 4 6 9 13	-	Alejandrino	1.0
dario	El gran reino de Francia posee a sus pies rendido:	el gran reino de francia pos#é a sus pies rendido	14	2 3 6 9 11 13	-	Alejandrino	1.0
dario	el pueblo está allá abajo y arriba está el Señor.	el pueblo está allá abajo y arriba está el Señor.	14	2 4 5 6 9 11 13	-	Alejandrino	1.0
dario	Un trueno formidable París inmenso llena.	Un trueno formidable París inmenso llena.	14	1 2 6 9 11 13	-	Alejandrino	1.0
dario	¿Qué tempestad avanza? ¿Qué nube, qué volcán	¿Qué tempestad avanza? ¿Qué nube, qué volcán	14	1 4 6 8 9 11 13	-	Alejandrino	1.0
dario	sobre la faz del orbe y el alto abismo truena?	sobre la faz del orbe y el alto abismo truena?	14	4 6 9 11 13	-	Alejandrino	1.0
dario	¿Qué ráfaga se agita, qué soplo, qué huracán?	¿Qué ráfaga se agita, qué soplo, qué huracán?	14	1 2 6 8 9 11 13	-	Alejandrino	1.0
dario	El pueblo, al fin, ha roto su secular cadena,	El pueblo, al fin, ha roto su secular cadena,	14	2 4 5 6 11 13	-	Alejandrino	1.0
dario	con fuerza de torrente, con brazos de titán:	con fuerza de torrente, con brazos de titán:	14	2 6 9 13	-	Alejandrino	1.0
dario	derroca la Bastilla y el ronco clarín suena	derroca la Bastilla y el ronco clarín suena	14	2 6 9 12 13	-	Alejandrino	1.0
dario	que anuncia los incendios que al mundo salvarán.	que anuncia los incendios que al mundo salvarán.	14	2 6 9 13	-	Alejandrino	1.0
dario	Del trono fracasado se oye el crujir violento;	Del trono fracasado se oye el crujir violento;	14	2 6 8 11 13	-	Alejandrino	1.0
dario	el hombre es libre y canta del libre la canción,	el hombre es libre y canta del libre la canción,	14	2 3 4 6 9 13	-	Alejandrino	1.0
dario	haciendo conmoverse la Francia en su cimiento.	haciendo conmoverse la Francia en su cimiento.	14	2 6 9 13	-	Alejandrino	1.0
dario	Rugiente abre sus fauces el león Revolución,	rugiente abre sus fauces el l#ón revolución	14	2 3 6 9 13	-	Alejandrino	1.0
dario	y baja de la altura como un sagrado viento	y baja de la altura como un sagrado viento	14	2 6 9 11 13	-	Alejandrino	1.0
dario	que hace temblar y encrespa las crines del león.	que hace temblar y encrespa las crines del león.	14	1 4 6 9 13	-	Alejandrino	1.0
dario	La dulce y real paloma subió a la guillotina:	la dulce y r#al paloma subió a la guillotina	14	2 4 6 9 13	-	Alejandrino	1.0
dario	es cabellera cana la que opulenta fue;	es cabellera cana la que opulenta fue;	14	1 4 6 11 13	-	Alejandrino	1.0
dario	el cuello de azucena, feroz verdugo inclina	el cuello de azucena, feroz verdugo inclina	14	2 6 9 11 13	-	Alejandrino	1.0
dario	delante el pueblo todo, que el sacrificio ve.	delante el pueblo todo, que el sacrificio ve.	14	2 4 6 11 13	-	Alejandrino	1.0
dario	¡Oh María Antonieta! ¡Cuán otra tu divina	¡Oh María Antonieta! ¡Cuán otra tu divina	14	1 3 6 8 9 13	-	Alejandrino	1.0
dario	figura en los graciosos compases del minué,	figura en los graciosos compases del minué,	14	2 6 9 13	-	Alejandrino	1.0
dario	cuando eras una diosa de mano alabastrina,	cuando eras una diosa de mano alabastrina,	14	2 4 6 9 13	-	Alejandrino	1.0
dario	de labios encendidos y de ligero pie!	de labios encendidos y de ligero pie!	14	2 6 11 13	-	Alejandrino	1.0
dario	El misterioso sino la majestad humilla,	El misterioso sino la majestad humilla,	14	4 11 13	-	Alejandrino	1.0
dario	¡oh Clovis, oh gran Carlos, oh huesos de San Luis!	¡oh Clovis, oh gran Carlos, oh huesos de San Luis!	14	1 2 4 5 6 8 9 13	-	Alejandrino	1.0
dario	La tempestad del mundo brotó de la Bastilla;	La tempestad del mundo brotó de la Bastilla;	14	4 6 9 13	-	Alejandrino	1.0
dario	como un tropel de truenos se despertó en París.	como un tropel de truenos se despertó en París.	14	2 4 6 11 13	-	Alejandrino	1.0
dario	Dios deja que ese cuello lo siegue la cuchilla	Dios deja que ese cuello lo siegue la cuchilla	14	1 2 4 6 9 13	-	Alejandrino	1.0
dario	y que callosas manos ajen la flor de lis.	y que callosas manos ajen la flor de lis.	14	4 6 8 11 13	-	Alejandrino	1.0
dario	Sí, Dios lo quiere a veces. La sangre, las matanzas,	Sí, Dios lo quiere a veces. La sangre, las matanzas,	14	1 2 4 6 9 13	-	Alejandrino	1.0
dario	vienen como una triste y aterradora ley;	vienen como una triste y aterradora ley;	14	1 4 6 11 13	-	Alejandrino	1.0
dario	señala lo Infinito momentos de venganzas,	señala lo Infinito momentos de venganzas,	14	2 6 9 13	-	Alejandrino	1.0
dario	rompe la jaula el águila, quebranta el yugo el buey.	rompe la jaula el águila, quebranta el yugo el buey.	14	1 4 6 9 11 13	-	Alejandrino	1.0
dario	Terrible es la tormenta que trae las asechanzas,	terrible es la tormenta que tr#e las asechanzas	14	2 3 6 9 13	-	Alejandrino	1.0
dario	la rabia del rebaño, las iras de la grey;	la rabia del rebaño, las iras de la grey;	14	2 6 9 13	-	Alejandrino	1.0
dario	que pone las cabezas sangrientas en las lanzas	que pone las cabezas sangrientas en las lanzas	14	2 6 9 13	-	Alejandrino	1.0
dario	y arranca, con la vida, la púrpura del rey.	y arranca, con la vida, la púrpura del rey.	14	2 6 9 13	-	Alejandrino	1.0
dario	Sí, Dios lo quiere a veces, y envía el cataclismo:	Sí, Dios lo quiere a veces, y envía el cataclismo:	14	1 2 4 6 9 13	-	Alejandrino	1.0
dario	hace brotar del fondo siniestro del abismo	hace brotar del fondo siniestro del abismo	14	1 4 6 9 13	-	Alejandrino	1.0
dario	las lívidas borrascas, la negra tempestad;	las lívidas borrascas, la negra tempestad;	14	2 6 9 13	-	Alejandrino	1.0
dario	para que surja en medio de la ardua noche trágica,	para que surja en medio de la ardua noche trágica,	14	4 6 9 11 13	-	Alejandrino	1.0
dario	como divina enseña, como corona mágica,	como divina enseña, como corona mágica,	14	4 6 11 13	-	Alejandrino	1.0
dario	tu nimbo constelado de luz, ¡oh Libertad!	tu nimbo constelado de luz, ¡oh Libertad!	14	2 6 9 10 13	-	Alejandrino	1.0
dario	Yo tengo una bella ánfora, llena de regio vino,	Yo tengo una bella ánfora, llena de regio vino,	14	1 2 3 5 6 8 11 13	-	Alejandrino	1.0
dario	que para hacer mis cantos me da fuerza y calor;	que para hacer mis cantos me da fuerza y calor;	14	4 6 9 10 13	-	Alejandrino	1.0
dario	en ella encuentra sangre mi corazón latino	en ella encuentra sangre mi corazón latino	14	2 4 6 11 13	-	Alejandrino	1.0
dario	para beber la vida, para latir de amor.	para beber la vida, para latir de amor.	14	4 6 11 13	-	Alejandrino	1.0
dario	Grabó en ella un artífice, con su buril divino,	Grabó en ella un artífice, con su buril divino,	14	2 3 4 6 11 13	-	Alejandrino	1.0
dario	junto a una viña virgen, a Baco y su esplendor,	junto a una viña virgen, a Baco y su esplendor,	14	1 2 4 6 9 13	-	Alejandrino	1.0
dario	y a Pan, que enseña danzas, el rostro purpurino,	y a Pan, que enseña danzas, el rostro purpurino,	14	2 4 6 9 13	-	Alejandrino	1.0
dario	a cabras y pastores, bajo un cítiso en flor.	a cabras y pastores, bajo un cítiso en flor.	14	2 6 9 10 13	-	Alejandrino	1.0
dario	El ánfora gallarda contiene la alegría;	El ánfora gallarda contiene la alegría;	14	2 6 9 13	-	Alejandrino	1.0
dario	Dioniso su carquesio sobre ella derramó;	Dioniso su carquesio sobre ella derramó;	14	2 6 9 13	-	Alejandrino	1.0
dario	el sátiro gallardo su aliento, su armonía,	el sátiro gallardo su aliento, su armonía,	14	2 6 9 13	-	Alejandrino	1.0
dario	y Venus, una perla que en sus cabellos vio.	y Venus, una perla que en sus cabellos vio.	14	2 4 6 11 13	-	Alejandrino	1.0
dario	El vino rojo tiene mi luz, mi poesía:	El vino rojo tiene mi luz, mi poesía:	14	2 4 6 9 13	-	Alejandrino	1.0
dario	quien lo hace son los dioses y quien se embriaga, yo.	quien lo hace son los dioses y quien se embriaga, yo.	14	2 4 6 11 13	-	Alejandrino	1.0
dario	Te he visto en algún cuadro florentino;	Te he visto en algún cuadro florentino;	11	1 2 5 6 10	2 6 10	Endecasílabo heroico puro	0.8
dario	has sido tú escultor, pintor, poeta:	has sido tú escultor, pintor, poeta:	11	1 2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
dario	espíritu que canta o que interpreta;	espíritu que canta o que interpreta;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	bohemio humano, pensador divino.	bohemio humano, pensador divino.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	Nos hemos encontrado en el camino,	Nos hemos encontrado en el camino,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	y hoy te pinta mi pluma, harto indiscreta,	y hoy te pinta mi pluma, harto indiscreta,	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
dario	sin poner más color en su paleta	sin poner más color en su paleta	11	3 4 6 10	3 6 10	Endecasílabo melódico puro	0.9
dario	que el que a la gloria tuya ha dado el sino.	que el que a la gloria tuya ha dado el sino.	11	4 6 7 8 10	4 6 8 10	Endecasílabo sáfico largo	0.9
dario	La gloria tuya, con sus alas de oro,	La gloria tuya, con sus alas de oro,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	empieza en tu florida primavera	empieza en tu florida primavera	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	a ofrecerte de aplausos bello coro;	a ofrecerte de aplausos bello coro;	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
dario	y tú, batallador en tu trinchera,	y tú, batallador en tu trinchera,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	triunfante suenas tu clarín sonoro	triunfante suenas tu clarín sonoro	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	con mengua de la envidia torpe, artera.	con mengua de la envidia torpe, artera.	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
dario	Colombia es una tierra de leones;	Colombia es una tierra de leones;	11	2 3 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
dario	el esplendor del cielo es su oriflama;	el esplendor del cielo es su oriflama;	11	4 6 7 10	4 6 10	Endecasílabo sáfico corto	0.9
dario	tiene un trueno perenne: el Tequendama,	tiene un trueno perenne: el Tequendama,	11	1 2 3 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
dario	y un Olimpo divino: sus canciones.	y un Olimpo divino: sus canciones.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
dario	Siempre serán soberbios tus pendones,	Siempre serán soberbios tus pendones,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
dario	bajo la aureola que a la gloria inflama;	bajo la aurola que a la gloria inflama	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
dario	siempre será la tierra que derrama	siempre será la tierra que derrama	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
dario	la savia de los grandes corazones.	la savia de los grandes corazones.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	En sus historias nobles y triunfales	En sus historias nobles y triunfales	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
dario	resplandecen egregios paladines,	resplandecen egregios paladines,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	coronados de lauros fraternales.	coronados de lauros fraternales.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	Y se oyen en sus campos y confines	Y se oyen en sus campos y confines	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	Boyacá y sus tambores inmortales,	Boyacá y sus tambores inmortales,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	y el Santuario y sus épicos clarines.	y el Santuario y sus épicos clarines.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	Los que vieron la patria bandera	Los que vieron la patria bandera 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	empapada en la sangre de Junio;	empapada en la sangre de Junio; 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	los que oyeron vibrar los clarines	los que oyeron vibrar los clarines 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	en la diana del lívido triunfo;	en la diana del lívido triunfo; 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	los que al vivo relámpago trágico	los que al vivo relámpago trágico 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	que recorre la historia del mundo,	que recorre la historia del mundo, 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	vieron lleno de horror a Espartaco	vieron lleno de horror a Espartaco 	10	1 3 6 9	1 3 6 9	Decasílabo dactílico pleno	1.0
dario	y del duelo al espectro de Bruto;	y del duelo al espectro de Bruto; 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	los que miran tu límpido nombre	los que miran tu límpido nombre 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	como enseña de honor y de orgullo,	como enseña de honor y de orgullo, 	11	3 7 10	3 6 10	Endecasílabo melódico puro	0.8
dario	hoy presentan las armas al paso	hoy presentan las armas al paso 	10	1 3 6 9	1 3 6 9	Decasílabo dactílico pleno	1.0
dario	del arcángel vestido de luto	del arcángel vestido de luto 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	que es guardián del laurel de tu gloria	que es guardián del laurel de tu gloria 	10	1 3 6 9	1 3 6 9	Decasílabo dactílico pleno	1.0
dario	en la tierra en que está tu sepulcro.	en la tierra en que está tu sepulcro. 	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
dario	El hermoso Hilarión	El hermoso Hilarión 	7	3 6	3 6	Heptasílabo melódico puro	1.0
dario	sobre un fondo de añil,	sobre un fondo de añil, 	7	2 3 6	2 6	Heptasílabo heroico puro	0.8333333333333334
dario	pinta el raro perfil	pinta el raro perfil 	7	1 3 6	1 3 6	Heptasílabo melódico puro	1.0
dario	del cuerpo de un dragón.	del cuerpo de un dragón. 	7	2 4 6	2 4 6	Heptasílabo heroico pleno	1.0
dario	Un lirio de Sión,	un liri~o de sión	7	1 3 6	1 3 6	Heptasílabo melódico puro	1.0
dario	de cáliz de marfil,	de cáliz de marfil, 	7	2 6	2 6	Heptasílabo heroico puro	1.0
dario	flor de un divino abril,	flor de un divino abril, 	7	1 2 4 6	2 4 6	Heptasílabo heroico pleno	0.8333333333333334
dario	corona la ilusión.	corona la ilusión. 	7	2 6	2 6	Heptasílabo heroico puro	1.0
dario	En el salmo triunfal	En el salmo triunfal 	7	3 6	3 6	Heptasílabo melódico puro	1.0
